Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2015-07-26,2315.742437344789,,37.290931701660156,-122.36522674560547,37.56047821044922,-121.87871551513672,5.312175594917721,39.0,0.5,4598,,,,322138,52380059,1694394,
2015-07-27,2502.9183128718087,8.814056646770899,37.5383186340332,-122.07118225097656,37.559181213378906,-122.00874328613281,0.7497805002819434,1.25,0.5,4956,,,,1286038,74093987,2019837,
2015-07-28,2430.083595217,8.814056646770899,37.35816955566406,-122.07089233398438,37.56438446044922,-121.90260314941406,1.8335801550927504,6.8007354736328125,0.5,8606,,,,,69672053,3403292,
2015-07-29,2310.031344529107,8.814056646770899,37.52513122558594,-122.0625228881836,37.56447219848633,-122.0013656616211,1.5574109645138243,4.27200174331665,0.5,5806,,,,,78643144,2169716,
2015-07-30,2518.5529843087515,8.814056646770899,37.30841827392578,-122.07237243652344,37.55661392211914,-121.88041687011719,1.1613974729274672,18.25,0.7071067690849304,8815,,,,,71145060,4312343,
2015-07-31,2534.516066483075,8.814056646770899,37.53654479980469,-122.0737075805664,37.58384704589844,-122.004638671875,2.3425452266902878,18.75666618347168,0.5,8061,,,,,78353647,1848114,1185646
2015-08-01,3175.9383095062644,6992.380183120023,36.93014144897461,-122.03955078125,37.58738327026367,-121.85916900634766,5.641568803653085,29.75,0.5,12345,,,,,63076721,4877368,1935501
2015-08-02,2143.231419521028,343.5090186595917,37.335899353027344,-122.06304168701172,37.56173324584961,-121.91876983642578,1.999055525440009,33.5,0.5,4901,,,,,82005178,455793,
2015-08-03,2354.0497189789753,2039.8869757652283,37.308998107910156,-122.15447998046875,37.55277633666992,-121.88409423828125,4.58554846028181,22.75,0.5,6296,,,,,74517537,2622019,
2015-08-04,2292.51094871082,1788.619266986847,37.28759765625,-122.07340240478516,37.551544189453125,-121.90779113769531,1.179468212358877,17.0,0.5,7300,,,,,75845196,1989689,
2015-08-05,2326.387232385272,1900.5760025978088,37.2880859375,-122.3897705078125,38.95892333984375,-77.18827056884766,10.15180589046791,31.0,0.5,5992,,,,,62866055,2337778,
2015-08-06,2534.1846484669304,3909.310827344656,38.83164596557617,-77.12882995605469,38.886531829833984,-77.0179672241211,3.0944222793601224,15.25,0.5,9816,,,,,73680354,4472963,
2015-08-07,2325.0067890516157,1986.1355710625648,38.83251190185547,-93.21566772460938,44.88197326660156,-77.01548767089844,0.5728137436287307,8.75,0.5,5352,,,,,56672058,2164574,61074
2015-08-08,2323.1274529375146,2640.921507000923,37.29991912841797,-122.39668273925781,37.847843170166016,-121.88477325439453,12.942906353773619,34.0,0.5,6152,,,,,68537729,2304283,
2015-08-09,2416.0703157804437,2659.1456804275513,37.30731964111328,-122.45051574707031,37.63786315917969,-121.88544464111328,0.9365008673727279,1.5,0.5,6588,,,,,68940588,3091514,61393
2015-08-10,2219.6651834858085,909.475039601326,36.996089935302734,-122.15130615234375,37.55186462402344,-121.88895416259766,7.695920940490454,34.75,0.5,3479,,,,,52976241,1241174,
2015-08-11,2233.6138499701647,1229.0980981588364,37.53554153442383,-122.07086181640625,37.55136489868164,-121.975341796875,1.6176110798624066,13.583077430725098,0.5,4126,,,,,81906345,1384502,
2015-08-12,2375.9186206453955,2001.8197382688522,37.465431213378906,-122.15716552734375,37.55156707763672,-121.99972534179688,2.716277902068248,19.25,0.55901700258255,6246,,,,,67641642,2846729,
2015-08-13,2456.8855428457277,3092.5063482395954,37.443660736083984,-122.1719741821289,37.561744689941406,-122.00877380371094,3.792736637076928,18.75,0.5,7985,,,,,71190541,3678690,
2015-08-14,3072.7740020397473,7639.214298499411,37.44224166870117,-122.17919158935547,37.70170593261719,-121.87045288085938,2.92728675567023,34.75,0.5,11453,,,,,69845261,4770172,1818609
2015-08-15,2282.8675392810155,1916.3169246912003,37.31489562988281,-122.5127944946289,37.66087341308594,-121.87340545654297,9.425837240973724,41.0,0.5,4381,,,,,62177594,1890599,
2015-08-16,2492.6549649737517,3509.907878637314,36.926292419433594,-122.1941909790039,37.55139923095703,-121.84495544433594,2.411916215373582,8.5,0.5,6458,,,,,64941786,4046232,
2015-08-17,2184.2531650338183,603.3404750823975,37.46051788330078,-122.15389251708984,37.55777359008789,-122.00880432128906,2.935085388376747,20.80414581298828,1.520690679550171,3356,,,,,81360372,877304,
2015-08-18,2210.147422083032,905.5525195598602,37.53858947753906,-122.07080841064453,37.551456451416016,-122.0086441040039,3.835417545353482,8.5,0.5,3992,,,,,81871890,1143376,
2015-08-19,2299.0827165182473,1334.0823984146118,37.52320098876953,-122.07504272460938,37.71048355102539,-121.79649353027344,2.6516395082977513,33.25,0.75,4403,,,,,73245526,2057215,
2015-08-20,2206.9768334962873,708.4522745609283,37.535823822021484,-122.0749740600586,37.70779037475586,-121.79654693603516,3.4830001643952166,29.0,0.5,3068,,,,,77451268,1110797,
2015-08-21,2254.867315279246,1407.093870639801,37.53274154663086,-122.067138671875,37.70758819580078,-121.79671478271484,1.15090833474888,11.25,0.5,4470,,,,,77220477,1602887,
2015-08-22,2317.348319865526,1906.225434064865,37.28482437133789,-122.0238265991211,37.72123718261719,-121.6822509765625,21.835884047745626,31.25,5.0,4810,,,,,65111219,2244900,
2015-08-23,2412.177042852325,2284.1319472789764,37.53010940551758,-122.0621337890625,37.56062316894531,-121.98336791992188,6.294871688796241,27.0,0.5,5042,,,,,75078143,3219295,
