Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2016-04-13,5080.753214539524,27741.383647441864,37.22804641723633,-122.14070892333984,37.58952713012695,-121.97312927246094,2.715050244010864,20.5,0.5,3819,,,,1046365,75371815,1701258,
2016-04-14,2340.9653604398977,1855.2599941167202,37.2281379699707,-122.09906768798828,37.551109313964844,-121.97676849365234,15.557211981058956,19.0,0.5,6266,,,,,73740827,2487224,
2016-04-15,2220.8990157072303,1132.4043442335758,37.353271484375,-122.062255859375,37.56281661987305,-121.99742889404297,1.6820014980204367,17.75,0.5,5255,,,,,74802634,1253851,
2016-04-16,2268.371295949213,1388.707449913025,37.35150146484375,-122.39031219482422,40.650604248046875,-73.77210998535156,5.75,5.75,5.75,3603,,,,,71141817,1731389,
2016-04-17,2546.497569023528,4206.733647823334,51.247982025146484,-0.1556282937526703,51.55656814575195,-0.10622730106115341,1.1240956585978283,14.008925437927246,0.5,6695,,,,,78010240,4261947,116827
2016-04-18,3106.5366429816045,9818.975344598293,44.65620040893555,-1.1499769687652588,51.51582717895508,-0.07504809647798538,2.4583637369332565,27.5,0.5,17718,,,,,57651353,10327475,
2016-04-19,2378.0392148048913,2200.2948865890503,44.417930603027344,-1.242931842803955,44.65770721435547,-1.1470553874969482,4.91517807740334,25.25,0.5,7158,,,,,71910157,2868072,
2016-04-20,2294.4315909423385,1317.456134557724,44.41794967651367,-1.2405245304107666,44.65803146362305,-1.1484527587890625,23.15171616929248,25.5,0.5,5621,,,,,75349275,2008922,
2016-04-21,2442.818398864734,2227.6713277101517,44.41786193847656,-1.244380235671997,44.657798767089844,-1.1473472118377686,3.2978969775048723,20.75,0.5,9798,,,,,73056036,3534147,
2016-04-22,2331.4040836322806,2329.7203612327576,44.436180114746094,-1.2425308227539062,50.06822204589844,19.952062606811523,0.6330622245069406,0.7071067690849304,0.55901700258255,6071,,,,,72918633,2389328,
2016-04-23,3383.2062236186966,13688.485260009766,50.05044937133789,19.929256439208984,50.064727783203125,19.945682525634766,1.6570585964871725,9.0,0.5,22654,,,,,66463739,12998166,65514
2016-04-24,2938.8740258291364,10153.918016821146,50.056793212890625,19.930891036987305,50.06813049316406,19.945531845092773,1.1372154938680303,3.25,0.5,16088,,,,,74060408,8601656,
2016-04-25,2930.0929111386004,8010.515695333481,50.05146789550781,19.930925369262695,50.08524703979492,20.03785514831543,1.1070328514167649,4.75,0.5,12746,,,,,73436674,8516059,
2016-04-26,2702.524865201991,5473.081072330475,50.025108337402344,19.1690731048584,50.08963394165039,19.945343017578125,4.5770489440517,21.5,0.5,11499,,,,,65740199,6201986,
2016-04-27,2645.985149238523,6038.383444905281,41.974361419677734,-87.9096908569336,52.17238235473633,20.97001838684082,2.009003274540196,5.25,0.5,9834,,,,,54945661,5621021,
2016-04-28,2329.5679804896668,1859.4818737506866,37.35306930541992,-122.38685607910156,37.62044143676758,-121.99562072753906,1.2427174278553714,2.2360680103302,0.5,5026,,,,,74558731,2370461,
2016-04-29,2176.4236583810416,538.7069108486176,37.35224151611328,-122.0622787475586,37.55113983154297,-121.94232177734375,2.3584952354431152,2.3584952354431152,2.3584952354431152,2666,,,,,80259199,796853,
2016-04-30,2264.2731217041664,1195.379141330719,37.230865478515625,-122.09627532958984,37.55548095703125,-121.92704010009766,20.043718804759184,29.017236709594727,3.25,5163,,,,,74732118,1699539,
2016-05-01,2178.5618067109244,227.27833890914917,37.22908020019531,-122.0955810546875,37.70815658569336,-121.79669189453125,,,,3570,,,,,58034335,818824,
2016-05-02,2235.1907211656367,1244.096164226532,37.32292556762695,-122.06209564208984,37.70775604248047,-121.79698944091797,0.7158531735175898,3.605551242828369,0.5,4680,,,,,53519259,1400706,
2016-05-03,2340.5048297069325,2079.5512931346893,37.35388946533203,-122.0623779296875,37.707698822021484,-121.79722595214844,10.567070485519501,25.25,0.5,5949,,,,,76259422,2482844,
2016-05-04,1277.3011956813173,,37.353599548339844,-122.01150512695312,37.35430145263672,-122.01087951660156,0.6738594255713042,1.25,0.5,,,,,,52580023,,
2016-05-16,845.379618326823,,,,,,,,,,,,,,,,
2016-05-17,2098.87353515625,,,,,,,,,,,,,,,,
2016-05-18,2098.87353515625,,,,,,,,,,,,,,,,
2016-05-19,2098.87353515625,,,,,,,,,,,,,,,,
2016-05-20,2098.87353515625,,,,,,,,,,,,,,,,
2016-05-21,2098.87353515625,,,,,,,,,,,,,,,,
2016-05-22,2098.87353515625,,,,,,,,,,,,,,,,
2016-05-23,2721.2561807463276,5052.302512615919,37.35213088989258,-122.06188201904297,37.55009078979492,-121.91791534423828,5.05584648766222,32.310447692871094,0.7424284815788269,5692,,,,,8390922,494656,1800000
2016-05-24,2273.052588756888,1505.672147333622,37.3525276184082,-122.06208801269531,37.70781326293945,-121.79695892333984,3.9187311809939844,36.13023376464844,0.5597320795059204,2524,,,,,74523052,1786684,
2016-05-25,2888.3051863395667,6507.65028655529,37.537208557128906,-122.06289672851562,37.7082633972168,-121.79674530029297,3.7738682185804544,28.32001495361328,0.5215361714363098,7546,,,,,74649966,2101916,1743402
2016-05-26,2151.884088772053,392.579476416111,37.535133361816406,-122.0624008178711,37.70778274536133,-121.79718017578125,2.5929420715213785,30.500080108642578,0.5100980401039124,1041,,,,,81037970,544705,
2016-05-27,2422.086767942252,2635.853992819786,37.35193634033203,-122.06272888183594,37.55213165283203,-121.91901397705078,5.414524995726683,34.7602424621582,0.5234500765800476,4271,,,,,72221949,3116341,92381
2016-05-28,2130.877878343028,223.66219383478165,37.29103469848633,-122.0361099243164,37.36778259277344,-121.87994384765625,1.5430892968362298,29.710081100463867,0.5063595175743103,487,,,,,82303111,328611,
2016-05-29,2216.892695729516,962.4213832616806,36.88170623779297,-122.05195617675781,37.356624603271484,-121.55245971679688,3.9470498270995558,36.380088806152344,0.5069516897201538,1628,,,,,73635782,1212687,
2016-05-30,2246.589957234279,1284.4554032236338,37.352500915527344,-122.14095306396484,37.56181716918945,-121.91973876953125,3.0626130018633537,38.77003479003906,0.5100980401039124,2084,,,,,70557895,1517836,
2016-05-31,2903.497285562205,6707.025966003537,37.35226821899414,-122.08128356933594,37.5511589050293,-121.92676544189453,2.345121959361733,36.44078826904297,0.5103920102119446,7745,,,,,74687688,2258887,2013938
2016-06-01,3075.643260076581,7342.22476375103,37.33112716674805,-122.27584075927734,37.798458099365234,-121.94004821777344,3.242745219471801,35.6400032043457,0.5,9085,,,,,60177895,4373060,1784880
2016-06-02,2164.1254810053265,526.2623157501221,37.53450393676758,-122.2759780883789,37.797584533691406,-121.79722595214844,3.775855423503956,33.8418083190918,0.5799999833106995,1229,,,,,78548723,670489,
2016-06-03,2208.8101068868928,815.2758934497833,37.3523063659668,-122.09479522705078,37.564231872558594,-121.9261245727539,2.618138903310424,34.601131439208984,0.5096076726913452,1531,,,,,73810036,1129637,
2016-06-04,2341.153288962158,1380.4832114726305,37.31680679321289,-122.10541534423828,37.71027374267578,-121.79637908935547,13.568566680828242,34.75166320800781,0.5780138373374939,3084,,,,,69690749,2479541,
2016-06-05,2278.7078211332127,1094.9350783266127,37.68117904663086,-121.81494903564453,37.708003997802734,-121.7500228881836,3.8187283541157266,20.000001907348633,0.5044798851013184,1747,,,,,79147952,1847856,
2016-06-06,2201.3567438687437,821.2773156166077,37.35230255126953,-122.0622329711914,37.708595275878906,-121.79657745361328,5.495385658868247,32.62044143676758,0.5470831394195557,1494,,,,,75164310,1052640,
2016-06-07,2234.5773000699232,930.3908519744873,37.352691650390625,-122.06212615966797,37.563087463378906,-121.91895294189453,8.089430480329566,35.55000686645508,0.6299999952316284,1450,,,,,77201287,1380945,
2016-06-08,2187.341961146819,672.9322624206543,37.352352142333984,-122.06255340576172,37.561134338378906,-121.92622375488281,2.388871386058977,34.52000045776367,0.550817608833313,1316,,,,,74676091,906906,
2016-06-09,2284.656611379068,1532.5679533481598,37.35261154174805,-122.32313537597656,37.572021484375,-121.91678619384766,1.9807706262512617,32.410221099853516,0.5203844904899597,2120,,,,,74898776,1906714,
2016-06-10,2285.336222269352,1064.2118176221848,37.32463455200195,-122.32329559326172,37.57416534423828,-121.91785430908203,4.227877709802565,33.69102096557617,0.5208646655082703,1879,,,,,71051234,1907568,
2016-06-11,2191.9202905390225,450.97192764282227,37.3416748046875,-122.02991485595703,37.366416931152344,-121.9776840209961,1.957208818382073,21.28034019470215,0.5015974640846252,631,,,,,81093558,956086,
2016-06-12,3260.6885877065884,9793.52623641491,37.316524505615234,-122.10203552246094,37.70787811279297,-121.75006103515625,5.39772514620509,37.95016098022461,0.5,6292,,,,,69697924,4727483,2788918
2016-06-13,2185.257103532237,329.1421847343445,37.352325439453125,-122.06265258789062,37.709129333496094,-121.7568130493164,4.368568924377922,34.870174407958984,0.5162363648414612,906,,,,,73408990,878431,
2016-06-14,2467.2894536064327,3000.5000014305115,37.35322570800781,-122.06301879882812,37.572574615478516,-121.91714477539062,4.2027519242474405,32.660221099853516,0.5000999569892883,4687,,,,,72523516,3784076,
2016-06-15,2214.460930234614,742.0978691577911,37.35302734375,-122.06217193603516,37.554569244384766,-121.92240905761719,10.592360192642044,32.72018814086914,0.6239390969276428,1294,,,,,76924895,1184419,
2016-06-16,2519.8505900244,3318.554660856724,37.352203369140625,-122.06312561035156,37.55170440673828,-121.92308044433594,3.7592721055228786,36.53004837036133,0.550817608833313,5408,,,,,73188858,4318536,
2016-06-17,2207.9830862897893,1026.5764506161213,37.353355407714844,-122.0621109008789,37.5511589050293,-121.91941833496094,2.5757002445597,15.820201873779297,0.5001000165939331,1618,,,,,78358259,1100421,
2016-06-18,2449.833915207444,2539.6309091597795,36.930633544921875,-122.0569839477539,37.35967254638672,-121.86022186279297,3.6644039393474146,37.0000114440918,0.5263078808784485,3568,,,,,67437020,3606104,
2016-06-19,2327.6555882439907,1497.6762768030167,37.316490173339844,-122.51813507080078,37.55207061767578,-121.89263916015625,3.4561911164113153,37.64019012451172,0.5,1864,,,,,60139873,2349390,
2016-06-20,2314.7081363112798,1664.6582353189588,37.316612243652344,-122.42101287841797,37.5511589050293,-121.88441467285156,3.469348956790613,36.13999938964844,0.6573431491851807,2220,,,,,73280663,2202228,
2016-06-21,2251.7736311082795,1337.8963024616241,37.35211944580078,-122.06221771240234,37.56454086303711,-121.91848754882812,4.579288335110127,34.17011642456055,0.6760177612304688,1922,,,,,74813027,1549320,
2016-06-22,2223.850053235824,1013.0079753994942,37.35215377807617,-122.06207275390625,37.55279541015625,-121.91755676269531,2.934738163197172,35.26000213623047,0.6140032410621643,1677,,,,,77002356,1274627,
2016-06-23,2568.5832783332567,3630.140875160694,37.35233688354492,-122.06576538085938,37.69021987915039,-121.75003051757812,6.854513597080067,37.1800651550293,0.5108815431594849,2753,,,,,66422553,2125809,764196
2016-06-24,2253.0359566756265,1349.894846200943,37.3524284362793,-122.0626449584961,37.70793533325195,-121.74996185302734,2.6556088355619822,35.59006881713867,0.5199999809265137,2230,,,,,75150828,1580165,
2016-06-25,2101.978944878888,14.75206184387207,37.31676483154297,-122.01470184326172,37.70820236206055,-121.79322052001953,1.1806581629262336,11.229999542236328,0.6899999976158142,161,,,,,82083473,31909,
2016-06-26,2342.003066714547,2023.293478012085,37.681522369384766,-121.88992309570312,37.7086296081543,-121.7483901977539,1.3247342158879212,20.41006088256836,0.5200961232185364,3509,,,,,74311702,2474764,
2016-06-27,2259.0419096355345,1104.4416780471802,37.35222244262695,-122.06333923339844,37.70797348022461,-121.79487609863281,6.244795582877774,23.48030662536621,0.5608029961585999,1844,,,,,78467074,1637388,
2016-06-28,2328.1184965531957,1805.9314918518066,37.35261154174805,-122.09337615966797,37.546627044677734,-121.9217529296875,1.7343983099542695,15.60001277923584,0.5400000214576721,3064,,,,,74666902,2346959,
2016-06-29,2970.8625622720083,8937.428458375216,37.42021560668945,-122.3857650756836,40.49673080444336,-79.92400360107422,1.9506416156873037,31.28013038635254,0.5003998279571533,13235,,,,,47250804,8931996,
2016-06-30,3067.719020567958,15688.0083001132,40.45046615600586,-79.96855163574219,40.47308349609375,-79.90491485595703,1.3085880098850462,4.640172481536865,0.5408326983451843,8383,,,,4684931,70371795,4824242,62211
2016-07-01,2777.7417465380545,6433.704169631004,38.01591873168945,-84.50593566894531,40.460567474365234,-79.90644073486328,3.926116987644036,70.5400161743164,0.5,10195,,,,,48600136,6933520,
2016-07-02,2444.465357148554,3255.3833680152893,33.69319152832031,-93.59905242919922,38.052555084228516,-84.49784088134766,16.07813258415488,38.9201545715332,0.5015974640846252,4915,,,,,40209802,3551069,
2016-07-03,2239.3806179648786,1057.2262158297203,30.266719818115234,-97.79407501220703,33.690643310546875,-93.59910583496094,9.290639423418462,36.7837028503418,0.5000999569892883,3297,,,,,54096216,1443757,
2016-07-04,2549.7031538015135,1905.3757938243248,30.202653884887695,-98.4095687866211,31.29888343811035,-97.66095733642578,7.859511625880522,34.773738861083984,0.5147814750671387,3733,,,,1797329,66602070,2583091,60356
2016-07-05,2207.2656740491425,177.24608993530273,30.438690185546875,-98.40899658203125,31.29945945739746,-97.77716827392578,2.858935288401476,28.689064025878906,0.5141984224319458,1020,,,,518458,74220387,560597,
2016-07-06,2195.533395900274,762.1044063568115,30.38966178894043,-97.79374694824219,30.50941276550293,-97.62763977050781,4.835972066018833,32.69005584716797,0.5069516897201538,1720,,,,,76261670,993213,
2016-07-07,2317.5689037455472,1765.535386711359,30.201406478881836,-122.06260681152344,37.55195236206055,-97.57382202148438,2.8469762581532407,38.79001998901367,0.5124451518058777,3242,,,,,60934910,2244575,
2016-07-08,2166.4947788787817,508.2184076309204,37.35314178466797,-122.13323974609375,37.70787811279297,-121.79694366455078,1.8510739118655966,5.610080242156982,0.530377209186554,1019,,,,,74728657,690481,
2016-07-09,2178.6064658897176,611.4899768829346,37.534507751464844,-122.1275863647461,37.708168029785156,-121.77202606201172,1.6853267060654382,23.501596450805664,0.5003998279571533,1254,,,,,75519758,819283,
2016-07-10,2329.8382478264994,2340.5273918509483,37.54349899291992,-122.1099624633789,37.711856842041016,-121.79545593261719,5.155071303320721,28.040145874023438,0.5000999569892883,3309,,,,,76113224,2369775,
2016-07-11,2389.1503077966368,3098.0114960074425,37.386077880859375,-122.1624984741211,37.71187973022461,-121.7960205078125,5.2626789938981124,36.0006103515625,0.5000999569892883,4791,,,,,66907469,2974510,
2016-07-12,2486.1926936555383,3712.868164420128,37.342140197753906,-122.1624984741211,37.70783996582031,-121.79653930664062,14.756348725281413,37.99006652832031,0.5044799447059631,6085,,,,,70337618,3979237,
2016-07-13,2265.3974178099875,1344.8760607168483,37.35232162475586,-122.06204986572266,37.5511589050293,-121.9328384399414,6.6048327367576105,34.280174255371094,0.5,2862,,,,,76822151,1709307,
2016-07-14,2295.0050812771337,1018.8846265151692,37.31385040283203,-122.06217193603516,37.54996871948242,-121.9020767211914,2.2634907946036638,33.120094299316406,0.5044798851013184,2762,,,,,72661808,2015316,
2016-07-15,2278.681159675899,1346.400376200676,37.31390380859375,-122.12572479248047,37.69061279296875,-121.9225845336914,3.662913916280364,34.33002471923828,0.5277310013771057,2714,,,,,76166191,1843351,
2016-07-16,2210.190620242203,858.5675601959229,37.54338073730469,-122.11539459228516,37.70783996582031,-121.79641723632812,0.8802614139272987,2.010895252227783,0.5115662217140198,2298,,,,,79873174,1136792,
2016-07-17,2357.1790522921765,2342.7056025266647,37.33515548706055,-122.06220245361328,37.56428527832031,-121.89263916015625,11.711653827781396,35.340240478515625,3.510227918624878,3743,,,,,71932980,2621846,
2016-07-18,2325.6792070724255,2074.646477460861,37.36835861206055,-122.12213134765625,37.707725524902344,-121.79713439941406,6.014298890226766,36.120269775390625,0.5099019408226013,3165,,,,,72844521,2326108,
2016-07-19,2260.59806293422,1323.5208131074905,37.31740188598633,-122.0619888305664,37.70745849609375,-121.79678344726562,5.232293721611961,25.565494537353516,0.5103920102119446,2774,,,,,65603766,1653545,
2016-07-20,2464.7854932523537,2048.710939884186,37.314735412597656,-122.03646850585938,37.708065032958984,-121.79624938964844,1.36347730412854,19.46002197265625,0.5060632228851318,3547,116.11955261230469,116.11955261230469,116.11955261230469,,63958721,3744154,
2016-07-21,2404.484709419276,1976.2788803577423,37.352439880371094,-122.06205749511719,37.707855224609375,-121.79589080810547,3.8194231625478974,31.78007698059082,0.5108815431594849,3551,,,,,74584001,3016044,
2016-07-22,2300.5633560582037,1606.1726559251547,37.353031158447266,-122.06455993652344,37.559288024902344,-121.92155456542969,3.075749175521387,36.74002456665039,0.5346026420593262,2806,,,,,76896161,1951674,
2016-07-23,2232.7000453365185,1114.4912242889404,37.35221481323242,-122.87300109863281,38.6113166809082,-121.91773986816406,6.443039235642284,38.78046417236328,0.5048762559890747,2121,,,,,63084065,1259799,
2016-07-24,2446.2642350565166,2076.810128182173,37.349098205566406,-122.39277648925781,37.8173942565918,-121.89368438720703,2.013458275890842,36.47019958496094,0.6132699251174927,3487,,,,,74313737,3446144,
2016-07-25,2314.7130694069033,854.5883560180664,37.35366439819336,-122.06248474121094,37.708133697509766,-121.79673767089844,8.438324102436866,18.130332946777344,0.5300942659378052,1950,,,,,70241616,2106153,
2016-07-26,2132.619882659271,239.1022834777832,37.353336334228516,-122.06195068359375,37.707759857177734,-121.79691314697266,8.448844142689364,22.730106353759766,0.9050966501235962,494,,,,,70688190,251336,
2016-07-27,2275.151813709305,1830.311437368393,37.35232162475586,-122.0619888305664,37.55225372314453,-121.93022918701172,1.8912203191756376,25.863094329833984,0.5021951794624329,2834,,,,,78006281,1684650,
2016-07-28,2329.4789695051973,1598.0588682889938,37.35232925415039,-122.06199645996094,37.56067657470703,-121.92708587646484,3.0267581701750865,28.030115127563477,0.5162363648414612,3316,,,,,72258306,2212336,
2016-07-29,2746.850771231295,7675.472444027662,37.35068893432617,-122.06200408935547,37.70779800415039,-121.73859405517578,2.332525956134919,22.442426681518555,0.5000999569892883,8037,,,,,69971340,4497707,573161
2016-07-30,2575.9169770126937,3673.686544418335,36.770328521728516,-122.02397155761719,37.783084869384766,-120.95742797851562,6.139207558154677,40.153499603271484,0.5024937987327576,6455,,,,,49589806,4745678,
2016-07-31,2372.2052379300208,2084.5647817850113,37.640628814697266,-121.81794738769531,37.78334045410156,-120.96102142333984,3.290656263104387,34.42008972167969,0.5651548504829407,3979,,,,,66310513,2691773,
2016-08-01,2331.4001316280182,2149.127983868122,37.35222244262695,-122.06204986572266,37.70814895629883,-121.774658203125,1.8379279577489618,16.000701904296875,0.5008991956710815,3669,,,,,74377732,2258985,
2016-08-02,2264.7991477017013,1787.5726346969604,37.35247802734375,-122.06224822998047,37.56192398071289,-121.91944885253906,0.8766162395193249,2.900017499923706,0.5261178612709045,2968,,,,,78713731,1571868,
2016-08-03,2267.8728308753375,1218.1962238550186,37.353668212890625,-122.06217956542969,37.70821762084961,-121.79681396484375,2.5971706190867914,9.562803268432617,0.6413267254829407,2483,,,,,76704279,1585282,
2016-08-04,2251.4005597658597,1510.5945882797241,37.35261154174805,-122.06202697753906,37.70944595336914,-121.79662322998047,4.300000808945981,16.705535888671875,0.5015974640846252,2699,,,,,76914943,1450283,
2016-08-05,2177.6618927443005,706.8781733512878,37.23020935058594,-122.06224822998047,37.55683517456055,-121.88736724853516,5.169075109710294,27.500028610229492,0.5000999569892883,1365,,,,,75701676,678585,
2016-08-06,2221.9450457199277,895.1182260513306,37.2302131652832,-122.01152038574219,37.35430145263672,-121.8890380859375,4.969868982552331,15.080476760864258,0.5008991956710815,3251,,,,,78206666,1144150,
2016-08-07,2149.168386706681,217.34867680072784,37.30915069580078,-122.03652954101562,37.708160400390625,-121.79595184326172,1.3919600444853746,19.670000076293945,0.5008991956710815,664,,,,,79952740,269119,64675
2016-08-08,2439.726055472901,3328.1690468788147,37.5341682434082,-122.0638656616211,37.70810317993164,-121.79645538330078,2.9407318143907752,20.270061492919922,0.5408326983451843,5422,,,,,76715117,3371501,
2016-08-09,2261.9556343048653,1655.1691167354584,37.308223724365234,-122.06219482421875,37.5511589050293,-121.84334564208984,7.055815322675492,33.50053787231445,0.67119300365448,2833,,,,,73168572,1492076,
2016-08-10,2187.97939610598,735.2723755836487,37.30795669555664,-122.06228637695312,37.707698822021484,-121.79661560058594,2.58177929951092,34.47999954223633,0.511957049369812,1778,,,,,74961262,799234,
2016-08-11,2389.853061030081,2523.5854518413544,37.352210998535156,-122.0620346069336,37.70808792114258,-121.79708862304688,7.729401669065755,31.701236724853516,0.5223982930183411,4035,,,,,74933586,2871536,
2016-08-12,2277.1652088046876,1492.575325012207,37.352779388427734,-122.13206481933594,37.70820236206055,-121.79658508300781,3.4411471177543316,36.52092742919922,0.5008991956710815,2722,,,,,77372438,1710808,
2016-08-13,2316.341744172869,1525.9497649669647,37.30904006958008,-122.01805114746094,37.708133697509766,-121.7957534790039,8.203790937051822,37.05003356933594,0.5299999713897705,3034,,,,,73373632,2122743,
2016-08-14,2322.380942859369,1437.6343085765839,37.30876541137695,-122.03665924072266,37.70817565917969,-121.79689025878906,11.689143315096963,37.86000442504883,0.5,3253,,,,,71568537,2158234,
2016-08-15,2254.843274761802,964.639529466629,37.30873107910156,-122.06219482421875,37.553245544433594,-121.88490295410156,3.8766466870344565,31.380573272705078,0.5100980401039124,1684,,,,,77685293,1475818,
2016-08-16,2177.407464738528,658.6530376076698,37.308536529541016,-122.06208801269531,37.70825958251953,-121.7964859008789,7.045483302709035,34.35003662109375,0.551089882850647,1008,,,,,76629790,701047,
2016-08-17,2263.6908625383594,812.3655648231506,37.30925750732422,-122.52388763427734,37.70781707763672,-121.79696655273438,7.925896037920635,89.3809814453125,0.5147814750671387,2671,,,,,70810410,1586437,
2016-08-18,2919.926306420455,699.3657646179199,38.712440490722656,-9.136453628540039,51.47520446777344,-0.4435628652572632,2.563240495183098,6.363968372344971,0.5115662217140198,11514,,,,,63076826,8270908,
2016-08-19,2914.8174948591995,181.34364318847656,38.70670700073242,-9.148484230041504,38.76373291015625,-9.093132972717285,3.75437305125153,18.7300968170166,0.5408326983451843,14432,,,,,66570433,8218869,
2016-08-20,3311.7979332438513,2662.7442107200623,38.71002197265625,-9.396697044372559,38.80338668823242,-9.128364562988281,2.449062633346125,21.42157745361328,0.5048762559890747,15470,,,,2033739,56225854,10084492,
2016-08-21,2682.708043489643,3838.279951095581,38.69656753540039,-9.42265510559082,38.71535110473633,-9.128364562988281,2.8826069977699826,19.9813232421875,0.5028916597366333,7469,,,,770820,73065764,5024755,
2016-08-22,2388.5886682718847,825.1698617935181,38.71418762207031,-9.131330490112305,41.161354064941406,-8.485564231872559,1.8634578579081575,5.165191173553467,0.5110772848129272,4296,,,,,61564782,2858656,
2016-08-23,2882.1332715490594,6364.132110834122,41.132442474365234,-8.637420654296875,41.15479278564453,-8.593931198120117,1.953284943422222,9.760185241699219,0.5,10746,,,,812132,69642699,6954599,
2016-08-24,2512.8746809078702,2416.79497218132,38.56655502319336,-8.789657592773438,41.16083908081055,-7.91037130355835,1.7388123736082193,11.699999809265137,0.5008991956710815,6084,,,,,60674724,4114470,
2016-08-25,2603.334375865281,2025.7930002212524,37.10536193847656,-8.682353019714355,38.5733642578125,-7.709564685821533,3.5715126490078273,34.01011657714844,0.5048762559890747,6936,,,,,61230529,4962379,
2016-08-26,2142.0744649107864,21.585039138793945,37.15606689453125,-8.628395080566406,37.15658950805664,-8.626921653747559,3.062117439954743,27.306947708129883,0.5044799447059631,595,,,,,84830417,347640,
2016-08-27,2308.4118792511167,118.61729657649994,37.105289459228516,-8.681487083435059,37.15687942504883,-8.623518943786621,3.302138918632089,21.970273971557617,0.5001000165939331,2865,,,,,77307234,2034786,
2016-08-28,2380.7454943154157,1385.628993421793,37.01662826538086,-8.780871391296387,37.15874099731445,-8.622651100158691,3.0079056842613503,24.210006713867188,0.5360037088394165,4579,,,,,65656591,2764728,
2016-08-29,2405.740449846173,656.8117661476135,37.13775634765625,-9.174060821533203,38.74171447753906,-8.163457870483398,0.9152764670869702,5.502453804016113,0.5035871267318726,4808,,,,,69901107,3030925,
2016-08-30,2403.0033934925373,275.4598798751831,37.69094467163086,-121.79727172851562,50.046566009521484,8.567476272583008,1.6359436152602849,5.636470794677734,0.5100980401039124,4659,,,,,60190789,3005486,
2016-08-31,2346.575010539909,405.0511148273945,37.30902862548828,-122.06190490722656,37.70779800415039,-121.79713439941406,6.912642871174733,14.172385215759277,0.7236711978912354,3755,,,,,69412053,2399090,
2016-09-01,2416.4926429754546,1007.971376657486,37.308712005615234,-122.06208038330078,37.54752731323242,-121.88574981689453,4.006514509721919,29.210289001464844,0.5223982930183411,4686,,,,,72399765,3127598,
2016-09-02,2734.3817107495415,1281.7692793607712,37.30870056152344,-122.06222534179688,37.559059143066406,-121.8857192993164,5.869271410478221,37.390010833740234,0.5035871267318726,8833,,,,,63595012,6354044,
2016-09-03,2227.252543552411,333.6128876209259,37.308658599853516,-121.94578552246094,37.70836639404297,-121.76764678955078,3.5865390445237275,35.86067581176758,0.5135172605514526,2253,,,,,79585654,1165545,
2016-09-04,2136.1990492600994,137.83302974700928,37.308658599853516,-122.09587097167969,37.7081184387207,-121.76478576660156,4.010509598485543,35.811614990234375,0.5110772848129272,522,,,,,80640359,287793,
2016-09-05,2187.6603631275593,287.3345332145691,37.300743103027344,-122.09574127197266,37.707763671875,-121.79718780517578,2.887923585109656,37.050228118896484,0.5053711533546448,1196,,,,,79023456,796292,
2016-09-06,2268.6568954316836,1561.9675627439283,37.30876922607422,-122.06185913085938,37.707916259765625,-121.79691314697266,6.174226774768283,32.70003890991211,0.5375871658325195,2647,,,,,74112519,1618534,
2016-09-07,2292.0367369550804,1821.469012439251,37.308753967285156,-122.06195068359375,37.564453125,-121.88520050048828,4.080895562738772,33.990055084228516,0.5015974640846252,3136,,,,,76145713,1794203,
2016-09-08,2242.526478384151,1333.4936361312866,37.30890655517578,-122.12294006347656,37.703426361083984,-121.88870239257812,9.785280329155018,35.48036193847656,0.5,3776,,,,,73941686,1335328,
2016-09-09,2218.8011993123328,849.5389602445066,37.309326171875,-122.06218719482422,37.70814514160156,-121.79617309570312,8.248563011815284,32.15190505981445,0.570087730884552,1906,,,,,75678992,1111495,
2016-09-10,4715.715867702322,26227.893677711487,37.30781173706055,-122.06189727783203,37.56403732299805,-121.8860092163086,4.034962552180024,34.650054931640625,0.7186793684959412,1031,,,,1050037,81054214,774796,
2016-09-11,2179.09990770279,664.8209147453308,37.3087272644043,-122.2664566040039,37.839111328125,-121.88472747802734,5.6486836694839075,36.12000274658203,0.5008991956710815,1315,,,,,76389750,714703,
2016-09-12,2265.5165369637134,1151.3370377756655,37.309051513671875,-122.06214904785156,37.55121994018555,-121.88644409179688,3.358851465992971,34.950035095214844,0.5,2473,,,,,76087459,1587083,
2016-09-13,2192.279352597311,719.1425819396973,37.308937072753906,-122.06248474121094,37.55706787109375,-121.88463592529297,4.070533226110331,35.99002456665039,0.50803542137146,2308,,,,,78197463,846878,
2016-09-14,2173.8100103884135,585.1120629310608,37.30917739868164,-122.06237030029297,37.549442291259766,-121.88546752929688,3.577874012737734,20.10002326965332,0.5199999809265137,1359,,,,,79493403,638511,
2016-09-15,2260.689601058108,929.6447689533234,37.308624267578125,-122.06237030029297,37.55559158325195,-121.88473510742188,2.206040351011727,35.591182708740234,0.5099999904632568,2369,,,,,78942573,1555865,
2016-09-16,2239.9592295855737,663.5818369020708,37.309303283691406,-122.12931823730469,37.70781707763672,-121.78268432617188,2.6648720128497825,35.78181076049805,0.5107837319374084,2371,,,,,78012443,1338675,
